date,arrivals,search_trends,log_arrivals,log_search_trends,time_idx,diff_1,covid_dummy,lag_1,lag_3,lag_6,lag_12,lag_24,roll_mean_3,roll_mean_6,roll_mean_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2016-03-01,830608,58,13.62991444566066,4.07753744390572,74,-0.015669815877418003,0,13.645584261538078,13.542124475806565,13.34762468468954,13.33407543748871,13.472634259039992,13.599632908309125,13.505735508773123,13.41332982293335,False,True,False,False,False,False,False,False,False,False,False
2016-04-01,799612,51,13.591883139605285,3.9512437185814275,75,-0.03803130605537497,0,13.62991444566066,13.611189987582735,13.38334206702156,13.445085802851352,13.522455409692652,13.628896231593822,13.55278380226831,13.437983073614348,False,False,True,False,False,False,False,False,False,False,False
2016-05-01,767373,55,13.550729575585114,4.02535169073515,76,-0.04115356402017056,0,13.591883139605285,13.645584261538078,13.504547576000267,13.265370483318426,13.421289497951571,13.62246061560134,13.587540647698932,13.45021618501051,False,False,False,True,False,False,False,False,False,False,False
2016-06-01,710574,55,13.47382978041345,4.02535169073515,77,-0.07689979517166456,0,13.550729575585114,13.62991444566066,13.542124475806565,13.179586455820145,13.198911370284808,13.590842386950355,13.59523764762974,13.473996109366068,False,False,False,False,True,False,False,False,False,False,False
2016-07-01,856438,58,13.660538374128313,4.07753744390572,78,0.18670859371486337,0,13.47382978041345,13.591883139605285,13.611189987582735,13.293905376298046,13.244115415030336,13.538814165201282,13.583855198397552,13.498516386415508,False,False,False,False,False,True,False,False,False,False,False
2016-08-01,909866,57,13.721053713965365,4.060443010546419,79,0.060515339837051485,0,13.660538374128313,13.550729575585114,13.645584261538078,13.407521266784803,13.335196356986415,13.561699243375626,13.592079929488483,13.529069136234698,False,False,False,False,False,False,True,False,False,False,False
2016-09-01,823135,58,13.62087671509578,4.07753744390572,80,-0.10017699886958376,0,13.721053713965365,13.47382978041345,13.62991444566066,13.34762468468954,13.289371614862683,13.61847395616904,13.604658171559699,13.55519684016641,False,False,False,False,False,False,False,True,False,False,False
2016-10-01,822145,61,13.619673273838314,4.127134385045092,81,-0.0012034412574664088,0,13.62087671509578,13.660538374128313,13.591883139605285,13.38334206702156,13.233910118849133,13.667489601063153,13.603151883132218,13.577967842700263,False,False,False,False,False,False,False,False,True,False,False
2016-11-01,936779,61,13.75020374176362,4.127134385045092,82,0.13053046792530587,0,13.619673273838314,13.721053713965365,13.550729575585114,13.504547576000267,13.318946092083884,13.653867900966487,13.607783572171057,13.597662109934994,False,False,False,False,False,False,False,False,False,True,False
2016-12-01,897279,53,13.707123243948253,3.9889840465642745,83,-0.04308049781536738,0,13.75020374176362,13.62087671509578,13.47382978041345,13.542124475806565,13.395903421099352,13.66358457689924,13.641029266534142,13.618133457081939,False,False,False,False,False,False,False,False,False,False,True
